Industry,Day,Objective,Platform,Amount spent (IDR),Impressions,Reach,Link clicks
Retail,23/08/2023,LINK_CLICKS,facebook,42980,7825,7624,171
Retail,22/08/2023,LINK_CLICKS,facebook,41879,8272,7360,177
Retail,22/08/2023,LINK_CLICKS,instagram,41839,21564,21136,73
Retail,22/08/2023,LINK_CLICKS,unknown,122,36,36,
Retail,21/08/2023,LINK_CLICKS,facebook,43329,8203,7400,157
Retail,21/08/2023,LINK_CLICKS,instagram,42403,30343,30343,94
Retail,21/08/2023,LINK_CLICKS,unknown,135,36,36,
Retail,20/08/2023,LINK_CLICKS,facebook,44462,8515,7704,191
Retail,20/08/2023,LINK_CLICKS,unknown,135,25,25,1
Retail,20/08/2023,LINK_CLICKS,instagram,45778,25832,25832,82
Retail,19/08/2023,LINK_CLICKS,instagram,43643,24376,24272,62
Retail,19/08/2023,LINK_CLICKS,facebook,45188,7587,7032,184
Retail,19/08/2023,LINK_CLICKS,unknown,117,25,24,
Retail,18/08/2023,LINK_CLICKS,instagram,44237,28329,27616,77
Retail,18/08/2023,LINK_CLICKS,facebook,42203,7946,6984,164
Retail,18/08/2023,LINK_CLICKS,unknown,142,18,8,
Retail,17/08/2023,LINK_CLICKS,unknown,117,11,0,
Retail,17/08/2023,LINK_CLICKS,instagram,43652,28436,28056,76
Retail,17/08/2023,LINK_CLICKS,facebook,44439,8708,7792,172
Retail,16/08/2023,LINK_CLICKS,unknown,85,4,4,1
Retail,16/08/2023,LINK_CLICKS,facebook,43178,8433,7656,192
Retail,16/08/2023,LINK_CLICKS,instagram,44385,24381,24176,67
Retail,15/08/2023,LINK_CLICKS,unknown,58,14,14,1
Retail,15/08/2023,LINK_CLICKS,facebook,44882,8022,7240,177
Retail,15/08/2023,LINK_CLICKS,instagram,42251,23359,22936,64
Retail,14/08/2023,LINK_CLICKS,unknown,30,14,8,
Retail,14/08/2023,LINK_CLICKS,instagram,41602,22545,21448,62
Retail,14/08/2023,LINK_CLICKS,facebook,42047,8540,7560,173
Retail,13/08/2023,LINK_CLICKS,facebook,44400,8634,7536,179
Retail,13/08/2023,LINK_CLICKS,instagram,42393,31219,31080,62
Retail,13/08/2023,LINK_CLICKS,unknown,19,6,6,
Retail,12/08/2023,LINK_CLICKS,instagram,46047,26166,25752,85
Retail,12/08/2023,LINK_CLICKS,facebook,45555,7387,7064,164
Retail,12/08/2023,LINK_CLICKS,unknown,17,3,0,
Retail,11/08/2023,LINK_CLICKS,instagram,44157,21059,20384,72
Retail,11/08/2023,LINK_CLICKS,unknown,32,9,8,
Retail,11/08/2023,LINK_CLICKS,facebook,45179,5787,5504,196
Retail,10/08/2023,LINK_CLICKS,instagram,43187,23927,23591,74
Retail,10/08/2023,LINK_CLICKS,facebook,43287,5357,4992,184
Retail,10/08/2023,LINK_CLICKS,unknown,207,28,16,
Retail,09/08/2023,LINK_CLICKS,unknown,56,10,8,
Retail,09/08/2023,LINK_CLICKS,facebook,45341,6647,6272,186
Retail,09/08/2023,LINK_CLICKS,instagram,44439,25935,25935,76
Retail,08/08/2023,LINK_CLICKS,instagram,43353,22896,22896,77
Retail,08/08/2023,LINK_CLICKS,facebook,43283,7067,6496,185
Retail,07/08/2023,LINK_CLICKS,facebook,43064,7434,7424,184
Retail,07/08/2023,LINK_CLICKS,instagram,44453,24076,24076,84
Retail,07/08/2023,LINK_CLICKS,unknown,40,2,0,
Retail,06/08/2023,LINK_CLICKS,instagram,44953,24228,23240,70
Retail,06/08/2023,LINK_CLICKS,unknown,72,1,0,1
Retail,06/08/2023,LINK_CLICKS,facebook,45229,7331,6952,211
Retail,05/08/2023,LINK_CLICKS,facebook,45931,6144,5800,203
Retail,05/08/2023,LINK_CLICKS,instagram,44785,23182,22608,86
Retail,05/08/2023,LINK_CLICKS,unknown,127,13,13,
Retail,04/08/2023,LINK_CLICKS,unknown,79,12,12,
Retail,04/08/2023,LINK_CLICKS,facebook,45467,6001,5072,180
Retail,04/08/2023,LINK_CLICKS,instagram,43260,21737,21737,60
Retail,03/08/2023,LINK_CLICKS,unknown,21,5,5,1
Retail,03/08/2023,LINK_CLICKS,facebook,45762,6204,6016,200
Retail,03/08/2023,LINK_CLICKS,instagram,42396,26896,26896,78
Retail,02/08/2023,LINK_CLICKS,instagram,44446,24345,24345,92
Retail,02/08/2023,LINK_CLICKS,facebook,43077,5811,5433,194
Retail,02/08/2023,LINK_CLICKS,unknown,21,3,0,
Retail,01/08/2023,LINK_CLICKS,unknown,7,2,0,
Retail,01/08/2023,LINK_CLICKS,facebook,41357,7380,6864,248
Retail,01/08/2023,LINK_CLICKS,instagram,42685,23835,23835,88
Retail,31/07/2023,LINK_CLICKS,instagram,51387,27312,26600,68
Retail,31/07/2023,LINK_CLICKS,facebook,47378,8914,8640,207
Retail,31/07/2023,LINK_CLICKS,unknown,42,2,0,
Retail,30/07/2023,LINK_CLICKS,facebook,55639,11083,10216,221
Retail,30/07/2023,LINK_CLICKS,instagram,56881,28400,28400,100
Retail,30/07/2023,LINK_CLICKS,unknown,35,2,2,
Retail,29/07/2023,LINK_CLICKS,unknown,38,2,0,
Retail,29/07/2023,LINK_CLICKS,facebook,55861,10564,9640,235
Retail,29/07/2023,LINK_CLICKS,instagram,58936,19430,19430,81
Retail,28/07/2023,LINK_CLICKS,facebook,57333,10359,9744,237
Retail,28/07/2023,LINK_CLICKS,instagram,55382,17455,17153,73
Retail,28/07/2023,LINK_CLICKS,unknown,76,3,0,
Retail,27/07/2023,LINK_CLICKS,instagram,54370,23608,22464,68
Retail,27/07/2023,LINK_CLICKS,unknown,85,2,0,
Retail,27/07/2023,LINK_CLICKS,facebook,50502,9066,8280,208
Retail,26/07/2023,LINK_CLICKS,facebook,57411,10713,9696,245
Retail,26/07/2023,LINK_CLICKS,instagram,56695,23287,23287,99
Retail,26/07/2023,LINK_CLICKS,unknown,48,1,0,
Retail,25/07/2023,LINK_CLICKS,instagram,52213,23641,23641,77
Retail,25/07/2023,LINK_CLICKS,facebook,52466,10347,9104,212
Retail,24/07/2023,LINK_CLICKS,facebook,55072,13507,11616,243
Retail,24/07/2023,LINK_CLICKS,unknown,8,1,1,
Retail,24/07/2023,LINK_CLICKS,instagram,56251,24623,24623,90
Retail,23/07/2023,LINK_CLICKS,facebook,56309,10573,9304,221
Retail,23/07/2023,LINK_CLICKS,instagram,55109,33582,33490,79
Retail,23/07/2023,LINK_CLICKS,unknown,150,3,0,
Retail,22/07/2023,LINK_CLICKS,instagram,56408,31105,30888,57
Retail,22/07/2023,LINK_CLICKS,facebook,56358,10354,9152,224
Retail,21/07/2023,LINK_CLICKS,instagram,56163,30272,30272,80
Retail,21/07/2023,LINK_CLICKS,facebook,58274,9745,9136,234
Retail,21/07/2023,LINK_CLICKS,unknown,11,1,0,
Retail,20/07/2023,LINK_CLICKS,instagram,57696,26244,26244,70
Retail,20/07/2023,LINK_CLICKS,unknown,31,2,0,1
Retail,20/07/2023,LINK_CLICKS,facebook,54389,8956,8272,203
Retail,19/07/2023,LINK_CLICKS,facebook,52765,9594,9568,212
Retail,19/07/2023,LINK_CLICKS,instagram,53742,22994,22903,84
Retail,18/07/2023,LINK_CLICKS,instagram,53555,29979,29979,90
Retail,18/07/2023,LINK_CLICKS,facebook,53694,9208,9073,199
Retail,17/07/2023,LINK_CLICKS,instagram,51537,25097,25097,74
Retail,17/07/2023,LINK_CLICKS,unknown,50,2,0,
Retail,17/07/2023,LINK_CLICKS,facebook,52156,9263,9263,230
Retail,16/07/2023,LINK_CLICKS,instagram,59086,25451,25451,74
Retail,16/07/2023,LINK_CLICKS,facebook,61125,10134,9872,224
Retail,15/07/2023,LINK_CLICKS,facebook,57414,9028,8672,221
Retail,15/07/2023,LINK_CLICKS,instagram,57718,16698,16472,69
Retail,15/07/2023,LINK_CLICKS,unknown,113,1,0,
Retail,14/07/2023,LINK_CLICKS,instagram,55864,12867,12048,63
Retail,14/07/2023,LINK_CLICKS,facebook,54869,9238,8760,210
Retail,14/07/2023,LINK_CLICKS,unknown,69,3,0,
Retail,13/07/2023,LINK_CLICKS,instagram,55184,18113,17265,58
Retail,13/07/2023,LINK_CLICKS,facebook,56902,10378,9072,221
Retail,13/07/2023,LINK_CLICKS,unknown,72,2,2,1
Retail,12/07/2023,LINK_CLICKS,instagram,54586,18551,17776,55
Retail,12/07/2023,LINK_CLICKS,facebook,56818,10416,9760,243
Retail,12/07/2023,LINK_CLICKS,unknown,2,2,0,
Retail,11/07/2023,LINK_CLICKS,instagram,56103,24452,23848,57
Retail,11/07/2023,LINK_CLICKS,unknown,106,2,0,1
Retail,11/07/2023,LINK_CLICKS,facebook,56908,10222,9200,199
Retail,10/07/2023,LINK_CLICKS,facebook,58411,10497,10112,242
Retail,10/07/2023,LINK_CLICKS,instagram,55255,19515,18992,48
Retail,10/07/2023,LINK_CLICKS,unknown,21,2,0,
Retail,09/07/2023,LINK_CLICKS,instagram,59620,21197,20520,57
Retail,09/07/2023,LINK_CLICKS,facebook,58608,11373,11216,237
Retail,08/07/2023,LINK_CLICKS,unknown,4,2,2,
Retail,08/07/2023,LINK_CLICKS,instagram,54500,17725,17192,54
Retail,08/07/2023,LINK_CLICKS,facebook,56271,11105,10648,208
Retail,07/07/2023,LINK_CLICKS,instagram,14796,3909,3720,18
Retail,07/07/2023,LINK_CLICKS,facebook,17067,2664,2664,153
Retail,07/07/2023,LINK_CLICKS,unknown,2,1,1,
Retail,30/06/2023,LINK_CLICKS,instagram,40739,18800,18800,51
Retail,30/06/2023,LINK_CLICKS,facebook,40606,6571,6008,151
Retail,29/06/2023,LINK_CLICKS,facebook,43172,7216,7016,153
Retail,29/06/2023,LINK_CLICKS,instagram,44015,23309,23000,52
Retail,29/06/2023,LINK_CLICKS,unknown,11,2,0,
Retail,28/06/2023,LINK_CLICKS,facebook,42453,7135,7096,150
Retail,28/06/2023,LINK_CLICKS,instagram,41175,15935,15712,71
Retail,28/06/2023,LINK_CLICKS,unknown,8,1,0,
Retail,27/06/2023,LINK_CLICKS,instagram,44287,21953,21761,76
Retail,27/06/2023,LINK_CLICKS,facebook,42766,6666,6256,160
Retail,27/06/2023,LINK_CLICKS,unknown,6,1,0,
Retail,26/06/2023,LINK_CLICKS,instagram,40783,20661,20661,64
Retail,26/06/2023,LINK_CLICKS,facebook,44048,5986,5768,180
Retail,25/06/2023,LINK_CLICKS,facebook,44872,6717,6717,145
Retail,25/06/2023,LINK_CLICKS,instagram,42677,34695,34695,74
Retail,25/06/2023,LINK_CLICKS,unknown,33,1,0,
Retail,24/06/2023,LINK_CLICKS,instagram,46050,35122,35122,77
Retail,24/06/2023,LINK_CLICKS,unknown,39,1,1,
Retail,24/06/2023,LINK_CLICKS,facebook,45945,6841,6832,168
Retail,23/06/2023,LINK_CLICKS,facebook,45581,6828,6432,202
Retail,23/06/2023,LINK_CLICKS,unknown,9,1,0,
Retail,23/06/2023,LINK_CLICKS,instagram,45812,27039,26888,80
Retail,22/06/2023,LINK_CLICKS,instagram,44889,24075,23856,74
Retail,22/06/2023,LINK_CLICKS,facebook,43783,7254,7088,181
Retail,22/06/2023,LINK_CLICKS,unknown,11,1,0,
Retail,21/06/2023,LINK_CLICKS,facebook,45456,8729,8456,223
Retail,21/06/2023,LINK_CLICKS,instagram,45081,28272,28224,55
Retail,20/06/2023,LINK_CLICKS,facebook,46443,7993,7600,211
Retail,20/06/2023,LINK_CLICKS,instagram,46119,27522,26960,66
Retail,20/06/2023,LINK_CLICKS,unknown,37,2,2,
Retail,19/06/2023,LINK_CLICKS,facebook,42999,8277,8277,202
Retail,19/06/2023,LINK_CLICKS,unknown,74,5,0,
Retail,19/06/2023,LINK_CLICKS,instagram,42642,25361,24976,58
Retail,18/06/2023,LINK_CLICKS,instagram,46452,25163,24672,63
Retail,18/06/2023,LINK_CLICKS,unknown,65,3,0,1
Retail,18/06/2023,LINK_CLICKS,facebook,45825,9419,8928,225
Retail,17/06/2023,LINK_CLICKS,facebook,46772,8420,8107,228
Retail,17/06/2023,LINK_CLICKS,instagram,48048,23201,22624,72
Retail,17/06/2023,LINK_CLICKS,unknown,68,2,2,1
Retail,16/06/2023,LINK_CLICKS,facebook,45243,9187,9064,219
Retail,16/06/2023,LINK_CLICKS,instagram,44100,23566,22683,68
Retail,16/06/2023,LINK_CLICKS,unknown,47,2,0,
Retail,15/06/2023,LINK_CLICKS,facebook,44254,8194,7896,227
Retail,15/06/2023,LINK_CLICKS,instagram,45913,17954,17376,72
Retail,15/06/2023,LINK_CLICKS,unknown,81,5,5,
Retail,14/06/2023,LINK_CLICKS,instagram,46162,14524,14207,56
Retail,14/06/2023,LINK_CLICKS,unknown,181,7,7,
Retail,14/06/2023,LINK_CLICKS,facebook,47136,8947,8947,234
Retail,13/06/2023,LINK_CLICKS,instagram,43615,18854,18719,37
Retail,13/06/2023,LINK_CLICKS,facebook,43175,7154,7154,203
Retail,13/06/2023,LINK_CLICKS,unknown,71,1,0,
Retail,12/06/2023,LINK_CLICKS,facebook,42074,7392,7264,206
Retail,12/06/2023,LINK_CLICKS,instagram,44752,27830,27296,54
Retail,12/06/2023,LINK_CLICKS,unknown,49,2,0,
Retail,11/06/2023,LINK_CLICKS,instagram,45988,18995,18584,61
Retail,11/06/2023,LINK_CLICKS,facebook,42945,10094,10094,220
Retail,11/06/2023,LINK_CLICKS,unknown,40,2,0,
Retail,10/06/2023,LINK_CLICKS,instagram,48176,14358,13840,53
Retail,10/06/2023,LINK_CLICKS,unknown,38,5,0,
Retail,10/06/2023,LINK_CLICKS,facebook,48189,9465,9465,220
Retail,09/06/2023,LINK_CLICKS,facebook,46875,9584,9508,245
Retail,09/06/2023,LINK_CLICKS,instagram,43765,11448,11448,60
Retail,09/06/2023,LINK_CLICKS,unknown,52,3,0,
Retail,08/06/2023,LINK_CLICKS,instagram,46871,17450,17450,69
Retail,08/06/2023,LINK_CLICKS,unknown,46,2,2,1
Retail,08/06/2023,LINK_CLICKS,facebook,46967,10708,10344,221
Retail,07/06/2023,LINK_CLICKS,unknown,16,1,0,
Retail,07/06/2023,LINK_CLICKS,facebook,46820,9890,9504,242
Retail,07/06/2023,LINK_CLICKS,instagram,47083,16579,15688,79
Retail,06/06/2023,LINK_CLICKS,facebook,42211,10015,9976,204
Retail,06/06/2023,LINK_CLICKS,instagram,43121,17412,17152,59
Retail,05/06/2023,LINK_CLICKS,instagram,45434,29733,29733,64
Retail,05/06/2023,LINK_CLICKS,facebook,46215,12003,12003,252
Retail,05/06/2023,LINK_CLICKS,unknown,44,3,3,
Retail,04/06/2023,LINK_CLICKS,facebook,47481,14127,13936,298
Retail,04/06/2023,LINK_CLICKS,unknown,36,2,2,
Retail,04/06/2023,LINK_CLICKS,instagram,45618,24682,23673,71
Retail,03/06/2023,LINK_CLICKS,facebook,47895,12698,12192,296
Retail,03/06/2023,LINK_CLICKS,instagram,47290,25685,24960,84
Retail,02/06/2023,LINK_CLICKS,instagram,47230,27416,26832,93
Retail,02/06/2023,LINK_CLICKS,facebook,47525,12223,12016,315
Retail,02/06/2023,LINK_CLICKS,unknown,38,2,0,
Retail,01/06/2023,LINK_CLICKS,facebook,43984,11474,11240,317
Retail,01/06/2023,LINK_CLICKS,instagram,45299,34562,33792,59
Retail,31/05/2023,LINK_CLICKS,facebook,13603,3909,3880,71
Retail,31/05/2023,LINK_CLICKS,instagram,14018,11074,10720,18
Retail,30/05/2023,LINK_CLICKS,unknown,221,6,0,1
Retail,30/05/2023,LINK_CLICKS,facebook,60183,17629,16992,350
Retail,30/05/2023,LINK_CLICKS,instagram,62396,32150,32150,100
Retail,29/05/2023,LINK_CLICKS,facebook,56614,17125,16280,308
Retail,29/05/2023,LINK_CLICKS,instagram,58000,31457,30928,104
Retail,28/05/2023,LINK_CLICKS,instagram,62292,41441,40544,121
Retail,28/05/2023,LINK_CLICKS,facebook,60112,17715,17024,371
Retail,28/05/2023,LINK_CLICKS,unknown,22,2,0,
Retail,27/05/2023,LINK_CLICKS,unknown,148,6,0,
Retail,27/05/2023,LINK_CLICKS,instagram,64605,36311,36311,103
Retail,27/05/2023,LINK_CLICKS,facebook,63298,17215,16928,346
Retail,26/05/2023,LINK_CLICKS,unknown,28,1,0,
Retail,26/05/2023,LINK_CLICKS,facebook,62805,17305,17305,333
Retail,26/05/2023,LINK_CLICKS,instagram,62370,31144,29554,106
Retail,25/05/2023,LINK_CLICKS,unknown,59,3,3,
Retail,25/05/2023,LINK_CLICKS,instagram,64086,22527,22527,108
Retail,25/05/2023,LINK_CLICKS,facebook,65640,20022,19192,371
Retail,24/05/2023,LINK_CLICKS,instagram,64674,26316,26241,82
Retail,24/05/2023,LINK_CLICKS,facebook,62667,18819,17984,363
Retail,24/05/2023,LINK_CLICKS,unknown,55,1,1,
Retail,23/05/2023,LINK_CLICKS,instagram,62965,20168,19672,120
Retail,23/05/2023,LINK_CLICKS,facebook,63401,18317,17688,357
Retail,23/05/2023,LINK_CLICKS,unknown,25,1,0,
Retail,22/05/2023,LINK_CLICKS,instagram,56677,26450,26120,97
Retail,22/05/2023,LINK_CLICKS,facebook,58760,16888,16264,372
Retail,21/05/2023,LINK_CLICKS,unknown,37,2,0,
Retail,21/05/2023,LINK_CLICKS,facebook,65105,19253,19024,409
Retail,21/05/2023,LINK_CLICKS,instagram,64560,21136,20544,113
Retail,20/05/2023,LINK_CLICKS,instagram,55902,18961,18192,98
Retail,20/05/2023,LINK_CLICKS,facebook,56806,16802,16696,339
Retail,20/05/2023,LINK_CLICKS,unknown,120,3,3,
Retail,19/05/2023,LINK_CLICKS,instagram,61496,20629,19624,101
Retail,19/05/2023,LINK_CLICKS,facebook,61344,20480,20000,385
Retail,19/05/2023,LINK_CLICKS,unknown,66,1,0,
Retail,18/05/2023,LINK_CLICKS,unknown,158,2,2,
Retail,18/05/2023,LINK_CLICKS,facebook,63277,19869,19344,451
Retail,18/05/2023,LINK_CLICKS,instagram,63067,26242,25728,129
Retail,17/05/2023,LINK_CLICKS,instagram,62888,27252,27248,108
Retail,17/05/2023,LINK_CLICKS,facebook,60833,20836,20416,461
Retail,17/05/2023,LINK_CLICKS,unknown,66,2,0,
Retail,16/05/2023,LINK_CLICKS,facebook,61668,22654,21768,457
Retail,16/05/2023,LINK_CLICKS,instagram,63841,19796,19424,128
Retail,16/05/2023,LINK_CLICKS,unknown,98,1,0,
Retail,15/05/2023,LINK_CLICKS,facebook,62890,22603,21992,459
Retail,15/05/2023,LINK_CLICKS,instagram,65316,19151,18184,138
Retail,15/05/2023,LINK_CLICKS,unknown,23,1,0,
Retail,14/05/2023,LINK_CLICKS,instagram,64687,24749,24504,126
Retail,14/05/2023,LINK_CLICKS,facebook,65283,22206,21184,451
Retail,14/05/2023,LINK_CLICKS,unknown,18,1,0,
Retail,13/05/2023,LINK_CLICKS,instagram,68428,21089,20552,133
Retail,13/05/2023,LINK_CLICKS,facebook,68036,22945,22600,426
Retail,12/05/2023,LINK_CLICKS,instagram,63663,31284,30848,125
Retail,12/05/2023,LINK_CLICKS,unknown,17,1,0,
Retail,12/05/2023,LINK_CLICKS,facebook,66232,20651,20336,421
Retail,11/05/2023,LINK_CLICKS,facebook,65468,19893,19120,415
Retail,11/05/2023,LINK_CLICKS,unknown,19,1,1,
Retail,11/05/2023,LINK_CLICKS,instagram,60918,20640,19848,130
Retail,10/05/2023,LINK_CLICKS,instagram,63989,16571,15056,136
Retail,10/05/2023,LINK_CLICKS,facebook,64473,16957,15608,374
Retail,09/05/2023,LINK_CLICKS,instagram,17956,4030,3782,43
Retail,09/05/2023,LINK_CLICKS,facebook,21513,3970,3808,171
Retail,09/05/2023,LINK_CLICKS,unknown,15,1,0,
Retail,30/04/2023,LINK_CLICKS,instagram,38377,23999,23664,69
Retail,30/04/2023,LINK_CLICKS,unknown,5,2,2,
Retail,30/04/2023,LINK_CLICKS,facebook,44469,8448,8192,205
Retail,29/04/2023,LINK_CLICKS,instagram,47349,14059,13872,54
Retail,29/04/2023,LINK_CLICKS,facebook,45533,9443,8792,225
Retail,29/04/2023,LINK_CLICKS,unknown,9,4,4,
Retail,28/04/2023,LINK_CLICKS,facebook,46183,10235,9448,258
Retail,28/04/2023,LINK_CLICKS,instagram,50371,24590,24224,91
Retail,28/04/2023,LINK_CLICKS,unknown,6,2,2,
Retail,27/04/2023,LINK_CLICKS,facebook,46420,9675,9056,270
Retail,27/04/2023,LINK_CLICKS,unknown,26,6,6,
Retail,27/04/2023,LINK_CLICKS,instagram,46573,23835,23384,97
Retail,26/04/2023,LINK_CLICKS,unknown,21,4,0,
Retail,26/04/2023,LINK_CLICKS,instagram,44975,28371,28200,119
Retail,26/04/2023,LINK_CLICKS,facebook,43662,10907,10552,255
Retail,25/04/2023,LINK_CLICKS,facebook,46502,10818,10560,281
Retail,25/04/2023,LINK_CLICKS,instagram,37450,16915,16856,90
Retail,25/04/2023,LINK_CLICKS,unknown,27,7,0,
Retail,24/04/2023,LINK_CLICKS,unknown,48,10,8,1
Retail,24/04/2023,LINK_CLICKS,facebook,41639,10205,10028,235
Retail,24/04/2023,LINK_CLICKS,instagram,40109,12146,11909,111
Retail,23/04/2023,LINK_CLICKS,unknown,218,17,0,
Retail,23/04/2023,LINK_CLICKS,facebook,48444,11460,11320,272
Retail,23/04/2023,LINK_CLICKS,instagram,47597,15161,14696,124
Retail,22/04/2023,LINK_CLICKS,facebook,48404,9440,8908,214
Retail,22/04/2023,LINK_CLICKS,instagram,47256,10557,9968,91
Retail,22/04/2023,LINK_CLICKS,unknown,17,9,8,
Retail,21/04/2023,LINK_CLICKS,unknown,34,10,4,1
Retail,21/04/2023,LINK_CLICKS,facebook,43905,8517,8044,205
Retail,21/04/2023,LINK_CLICKS,instagram,46302,10803,10356,95
Retail,20/04/2023,LINK_CLICKS,instagram,44932,10078,9736,85
Retail,20/04/2023,LINK_CLICKS,facebook,43440,9162,8868,213
Retail,20/04/2023,LINK_CLICKS,unknown,46,11,8,1
Retail,19/04/2023,LINK_CLICKS,facebook,43639,9161,8904,221
Retail,19/04/2023,LINK_CLICKS,instagram,43476,7454,7160,89
Retail,19/04/2023,LINK_CLICKS,unknown,46,11,8,
Retail,18/04/2023,LINK_CLICKS,facebook,44034,8784,8452,239
Retail,18/04/2023,LINK_CLICKS,instagram,44850,7487,7300,67
Retail,18/04/2023,LINK_CLICKS,unknown,25,12,4,
Retail,17/04/2023,LINK_CLICKS,facebook,42442,8821,8628,221
Retail,17/04/2023,LINK_CLICKS,instagram,44237,6922,6556,70
Retail,17/04/2023,LINK_CLICKS,unknown,61,14,0,
Retail,16/04/2023,LINK_CLICKS,unknown,16,8,0,
Retail,16/04/2023,LINK_CLICKS,facebook,47093,9585,9376,247
Retail,16/04/2023,LINK_CLICKS,instagram,46418,7708,7500,87
Retail,15/04/2023,LINK_CLICKS,instagram,46880,8119,7980,75
Retail,15/04/2023,LINK_CLICKS,facebook,48038,9269,9076,230
Retail,15/04/2023,LINK_CLICKS,unknown,14,5,4,
Retail,14/04/2023,LINK_CLICKS,facebook,41325,7881,7764,182
Retail,14/04/2023,LINK_CLICKS,instagram,42796,8254,8108,71
Retail,14/04/2023,LINK_CLICKS,unknown,21,7,0,
Retail,13/04/2023,LINK_CLICKS,instagram,44266,8132,7700,67
Retail,13/04/2023,LINK_CLICKS,unknown,31,7,4,
Retail,13/04/2023,LINK_CLICKS,facebook,43581,8083,7976,172
Retail,12/04/2023,LINK_CLICKS,facebook,42896,8836,8814,246
Retail,12/04/2023,LINK_CLICKS,instagram,46873,8566,8365,95
Retail,12/04/2023,LINK_CLICKS,unknown,20,7,0,
Retail,11/04/2023,LINK_CLICKS,facebook,43435,10594,10545,217
Retail,11/04/2023,LINK_CLICKS,instagram,46132,9088,8836,89
Retail,11/04/2023,LINK_CLICKS,unknown,9,5,0,
Retail,10/04/2023,LINK_CLICKS,instagram,43571,11532,10972,56
Retail,10/04/2023,LINK_CLICKS,unknown,12,6,0,
Retail,10/04/2023,LINK_CLICKS,facebook,43971,10970,10600,247
Retail,09/04/2023,LINK_CLICKS,facebook,48766,10934,10432,280
Retail,09/04/2023,LINK_CLICKS,instagram,47801,11675,11440,84
Retail,09/04/2023,LINK_CLICKS,unknown,28,9,4,
Retail,08/04/2023,LINK_CLICKS,instagram,47267,9314,9072,99
Retail,08/04/2023,LINK_CLICKS,facebook,46143,9874,9852,259
Retail,08/04/2023,LINK_CLICKS,unknown,4,2,2,
Retail,07/04/2023,LINK_CLICKS,facebook,45974,10404,9792,233
Retail,07/04/2023,LINK_CLICKS,instagram,47319,8706,8320,91
Retail,07/04/2023,LINK_CLICKS,unknown,2,4,4,
Retail,06/04/2023,LINK_CLICKS,instagram,45294,15754,15569,77
Retail,06/04/2023,LINK_CLICKS,unknown,9,3,0,
Retail,06/04/2023,LINK_CLICKS,facebook,46366,10464,10302,219
Retail,05/04/2023,LINK_CLICKS,facebook,45822,9732,9400,221
Retail,05/04/2023,LINK_CLICKS,instagram,44486,11467,11133,72
Retail,05/04/2023,LINK_CLICKS,unknown,2,1,0,
Retail,04/04/2023,LINK_CLICKS,facebook,43086,9562,9396,209
Retail,04/04/2023,LINK_CLICKS,instagram,41104,9551,9548,62
Retail,04/04/2023,LINK_CLICKS,unknown,9,4,0,
Retail,03/04/2023,LINK_CLICKS,instagram,44671,10053,9536,72
Retail,03/04/2023,LINK_CLICKS,unknown,2,1,1,
Retail,03/04/2023,LINK_CLICKS,facebook,44222,9827,9640,264
Retail,02/04/2023,LINK_CLICKS,facebook,47343,12300,11696,242
Retail,02/04/2023,LINK_CLICKS,instagram,47253,13696,12976,80
Retail,01/04/2023,LINK_CLICKS,facebook,42553,10601,9864,248
Retail,01/04/2023,LINK_CLICKS,instagram,43767,11276,10868,53
Retail,31/03/2023,LINK_CLICKS,unknown,24,3,3,1
Retail,31/03/2023,LINK_CLICKS,facebook,40868,8514,7800,138
Retail,31/03/2023,LINK_CLICKS,instagram,43324,4223,4100,61
Retail,30/03/2023,LINK_CLICKS,facebook,41140,8319,7672,138
Retail,30/03/2023,LINK_CLICKS,instagram,41776,4213,3988,44
Retail,30/03/2023,LINK_CLICKS,unknown,30,9,4,
Retail,29/03/2023,LINK_CLICKS,unknown,2,2,0,
Retail,29/03/2023,LINK_CLICKS,facebook,39997,8130,7344,147
Retail,29/03/2023,LINK_CLICKS,instagram,40503,4668,4548,57
Retail,28/03/2023,LINK_CLICKS,facebook,39700,8099,7648,127
Retail,28/03/2023,LINK_CLICKS,instagram,40564,4578,4368,72
Retail,28/03/2023,LINK_CLICKS,unknown,18,3,3,
Retail,27/03/2023,LINK_CLICKS,facebook,37029,7736,7144,138
Retail,27/03/2023,LINK_CLICKS,instagram,36002,4417,4100,55
Retail,27/03/2023,LINK_CLICKS,unknown,11,5,5,
Retail,26/03/2023,LINK_CLICKS,instagram,41479,5354,5300,80
Retail,26/03/2023,LINK_CLICKS,unknown,17,4,4,
Retail,26/03/2023,LINK_CLICKS,facebook,42071,8529,7884,138
Retail,25/03/2023,LINK_CLICKS,facebook,42316,8306,8004,140
Retail,25/03/2023,LINK_CLICKS,instagram,44121,5310,5000,84
Retail,25/03/2023,LINK_CLICKS,unknown,10,5,0,
Retail,24/03/2023,LINK_CLICKS,facebook,40205,8640,7732,125
Retail,24/03/2023,LINK_CLICKS,instagram,39811,4902,4736,73
Retail,24/03/2023,LINK_CLICKS,unknown,22,7,4,
Retail,23/03/2023,LINK_CLICKS,unknown,35,14,4,1
Retail,23/03/2023,LINK_CLICKS,instagram,40460,5314,4924,101
Retail,23/03/2023,LINK_CLICKS,facebook,44078,10024,9364,165
Retail,22/03/2023,LINK_CLICKS,unknown,60,13,12,
Retail,22/03/2023,LINK_CLICKS,facebook,42812,9517,8829,145
